Scenario,Watershed,SubArea,Year,Precipitation,Temperature,Soil moisture,ET,Groundwater recharge,Runoff,TSS Yield,DN Yield,PN Yield,TN Yield,DP Yield,PP Yield,TP Yield,Soil carbon,Biodiversity
Existing,Sample watershed,23,2009,556.75,6.3,159.23,474.09,12.56,70.1,0.2,1.44,1.03,2.47,0.14,0.27,0.41,28.17,0.54
Existing,Sample watershed,24,2009,556.75,6.3,159.23,474.44,12.2,70.1,0.06,0.44,0.31,0.74,0.04,0.09,0.13,8.79,0.56
Existing,Sample watershed,25,2009,556.75,6.3,151.27,480.56,11.48,64.71,0.65,5.07,3.35,8.42,0.48,0.89,1.37,91.52,0.54
Existing,Sample watershed,26,2009,556.75,6.3,140.44,471.51,11.09,74.15,0.36,2.79,1.81,4.6,0.25,0.54,0.79,44.41,0.55
Existing,Sample watershed,27,2009,556.75,6.3,146.17,467.02,11.09,78.64,0.67,4.67,3.28,7.95,0.44,0.94,1.38,86.37,0.57
Existing,Sample watershed,28,2009,556.75,6.3,150.47,471.3,11.3,74.15,2,14.03,9.74,23.77,1.34,2.84,4.18,259.2,0.56
Existing,Sample watershed,29,2009,556.75,6.3,144.74,473.87,10.23,72.65,1.9,13.08,9.36,22.44,1.34,2.57,3.92,239.5,0.54
Existing,Sample watershed,1,2010,621.59,5.06,206.85,498.39,15.09,108.11,1.78,12.85,9.48,22.33,1.35,2.5,3.85,166.91,0.49
Existing,Sample watershed,2,2010,621.59,5.06,192.92,500.02,15.54,106.03,0.28,2.05,1.27,3.32,0.18,0.38,0.56,22.86,0.51
Existing,Sample watershed,3,2010,621.59,5.06,225.41,515.91,16.77,88.91,0.54,3.72,2.49,6.21,0.34,0.67,1.01,55.31,0.5
Existing,Sample watershed,4,2010,621.59,5.06,209.94,507.23,17.1,97.25,1.98,14.66,9.66,24.32,1.46,2.71,4.17,224.07,0.54
Existing,Sample watershed,5,2010,621.59,5.06,223.2,512.87,16.1,92.62,2.81,19.94,13.84,33.78,1.99,4.04,6.02,270.69,0.5
Existing,Sample watershed,6,2010,621.59,5.06,214.36,508.9,17.27,95.42,0.66,4.8,3.37,8.16,0.48,0.94,1.42,63.19,0.51
Existing,Sample watershed,7,2010,621.59,5.06,216.57,511.16,15.94,94.49,0.93,6.91,4.7,11.62,0.64,1.28,1.92,84.05,0.52
Existing,Sample watershed,8,2010,621.59,5.06,214.36,512.2,16.77,92.62,0,0.03,0.02,0.05,0,0.01,0.01,0.4,0.53
Existing,Sample watershed,9,2010,621.59,5.06,232.04,507.79,17.43,96.36,1.69,11.71,8.22,19.93,1.17,2.33,3.5,167.2,0.5
Existing,Sample watershed,10,2010,621.59,5.06,196.9,498.24,15.24,108.11,0.13,0.91,0.62,1.53,0.09,0.16,0.25,10.06,0.48
Existing,Sample watershed,11,2010,621.59,5.06,200.88,498.99,14.49,108.11,2.53,16.89,12.58,29.48,1.72,3.5,5.22,202.32,0.5
Existing,Sample watershed,12,2010,621.59,5.06,202.87,503.44,14.19,103.95,2.36,18.14,11.86,30,1.77,3.5,5.27,208.78,0.51
Existing,Sample watershed,13,2010,621.59,5.06,206.85,501.96,14.64,104.99,0.56,4.31,2.68,7,0.39,0.78,1.17,50.67,0.51
Existing,Sample watershed,14,2010,621.59,5.06,194.91,499.13,15.39,107.07,6.47,42.22,31.23,73.45,4.21,9.01,13.22,549.9,0.47
Existing,Sample watershed,15,2010,621.59,5.06,206.85,504.48,14.19,102.91,1.29,8.79,5.94,14.73,0.85,1.68,2.53,107.76,0.48
Existing,Sample watershed,16,2010,621.59,5.06,192.92,503.89,14.79,102.91,0.2,1.44,0.96,2.4,0.14,0.26,0.39,17.95,0.5
Existing,Sample watershed,17,2010,621.59,5.06,49.23,222.96,3.62,395,0.28,1.93,1.3,3.22,0.19,0.38,0.57,5.59,0.52
Existing,Sample watershed,18,2010,621.59,5.06,51.21,185.54,3.62,432.42,0.05,0.35,0.26,0.61,0.04,0.07,0.1,1.04,0.5
Existing,Sample watershed,19,2010,621.59,5.06,227.62,508.35,15.94,97.29,1.21,8.49,5.49,13.99,0.81,1.7,2.52,117.55,0.52
Existing,Sample watershed,20,2010,621.59,5.06,214.36,506.09,17.27,98.23,0.01,0.08,0.06,0.14,0.01,0.02,0.02,1.04,0.49
Existing,Sample watershed,21,2010,621.59,5.06,220.99,506.92,16.44,98.23,3.29,24.04,15.71,39.74,2.25,4.82,7.07,313.44,0.49
Existing,Sample watershed,22,2010,621.59,5.06,214.36,506.75,16.6,98.23,2.14,15.64,10.54,26.18,1.59,3.27,4.86,205.96,0.48
Existing,Sample watershed,23,2010,621.59,5.06,216.57,516.28,16.44,88.87,0.29,1.96,1.35,3.31,0.19,0.4,0.59,27.42,0.52
Existing,Sample watershed,24,2010,621.59,5.06,227.62,509.39,16.77,95.42,0.09,0.62,0.42,1.04,0.06,0.13,0.19,8.05,0.5
Existing,Sample watershed,25,2010,621.59,5.06,216.57,508.79,16.44,96.36,0.96,6.42,4.37,10.8,0.62,1.27,1.89,88.19,0.48
Existing,Sample watershed,26,2010,621.59,5.06,208.84,497.05,15.39,109.14,0.51,3.8,2.53,6.33,0.37,0.7,1.07,45.95,0.52
Existing,Sample watershed,27,2010,621.59,5.06,206.85,497.8,14.64,109.14,0.89,6.88,4.33,11.21,0.65,1.21,1.86,75.3,0.51
Existing,Sample watershed,28,2010,621.59,5.06,202.87,502.26,14.34,104.99,2.69,18.87,13.78,32.66,2,3.83,5.83,233.13,0.48
Existing,Sample watershed,29,2010,621.59,5.06,192.92,502.85,14.79,103.95,2.69,18.9,12.49,31.39,1.74,3.71,5.45,215.26,0.51
