Scenario,Watershed,LocationType,BMPType,SubArea,Year,Soil moisture onsite,ET onsite,Groundwater recharge onsite,Runoff onsite,TSS onsite,DN onsite,PN onsite,TN onsite,DP onsite,PP onsite,TP onsite,Soil carbon onsite,Biodiversity onsite,Runoff offsite,TSS offsite,DN offsite,PN offsite,TN offsite,DP offsite,PP offsite,TP offsite,BMP cost
Existing,Sample watershed,SubArea,ROGZ_VFST,6,2009,1.46,1.5,1.53,-4.59,-13.3,-14.7,-19.4,-16.58,-14.14,-20.4,-18.33,12.61,19.4,-0.07,-0.22,-0.24,-0.31,-0.27,-0.23,-0.33,-0.3,60.1
Conventional,Sample watershed,SubArea,ROGZ_VFST,6,2010,1.47,1.46,1.5,-4.68,-13.3,-13.72,-19.4,-15.99,-13.86,-19,-17.3,13.13,20.4,-0.08,-0.22,-0.22,-0.31,-0.26,-0.22,-0.31,-0.28,61.78
Existing,Sample watershed,SubArea,ROGZ_VFST,6,2010,1.52,1.44,1.55,-4.28,-14.7,-13.86,-20,-16.32,-14.56,-20,-18.2,12.61,20,-0.07,-0.24,-0.22,-0.32,-0.26,-0.24,-0.32,-0.3,62.04
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2001,1.55,1.49,1.49,-4.73,-13.72,-13.86,-19.6,-16.16,-14.14,-20.6,-18.47,13.52,20,-0.1,-0.29,-0.29,-0.41,-0.34,-0.29,-0.43,-0.38,88.37
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2001,1.47,1.43,1.5,-4.46,-14.14,-13.3,-20.4,-16.14,-13.72,-19.2,-17.39,13.13,20.6,-0.09,-0.29,-0.28,-0.42,-0.34,-0.29,-0.4,-0.36,73.09
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2002,1.43,1.52,1.47,-4.55,-14.28,-13.44,-20.6,-16.3,-14.14,-20.6,-18.47,12.87,19.4,-0.09,-0.3,-0.28,-0.43,-0.34,-0.29,-0.43,-0.38,62.24
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2002,1.5,1.47,1.5,-4.28,-13.44,-14,-20.6,-16.64,-13.86,-20.4,-18.24,13.39,20.2,-0.09,-0.28,-0.29,-0.43,-0.35,-0.29,-0.42,-0.38,63
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2003,1.46,1.46,1.52,-4.64,-14.14,-14.28,-19.2,-16.25,-14.28,-20,-18.11,12.61,19,-0.1,-0.29,-0.3,-0.4,-0.34,-0.3,-0.42,-0.38,64.81
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2003,1.49,1.56,1.58,-4.68,-14.56,-14.14,-19,-16.08,-13.44,-19.8,-17.7,12.87,20.6,-0.1,-0.3,-0.29,-0.4,-0.33,-0.28,-0.41,-0.37,64.08
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2004,1.46,1.58,1.56,-4.41,-14.7,-13.72,-19.8,-16.15,-13.3,-20.8,-18.33,12.48,19.2,-0.09,-0.31,-0.29,-0.41,-0.34,-0.28,-0.43,-0.38,74.72
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2004,1.55,1.58,1.58,-4.73,-13.72,-14.56,-20,-16.74,-14.7,-20,-18.25,13.39,21,-0.1,-0.29,-0.3,-0.42,-0.35,-0.31,-0.42,-0.38,82.01
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2005,1.43,1.53,1.46,-4.73,-13.44,-14.14,-21,-16.88,-13.44,-19.8,-17.7,12.35,19.8,-0.1,-0.28,-0.29,-0.44,-0.35,-0.28,-0.41,-0.37,74.39
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2005,1.53,1.55,1.52,-4.68,-14.42,-13.3,-20,-15.98,-13.58,-20.6,-18.28,13.13,19.8,-0.1,-0.3,-0.28,-0.42,-0.33,-0.28,-0.43,-0.38,67.71
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2006,1.43,1.53,1.47,-4.64,-13.72,-14.56,-19.4,-16.5,-13.3,-19,-17.12,12.48,19,-0.1,-0.29,-0.3,-0.4,-0.34,-0.28,-0.4,-0.36,61.26
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2006,1.44,1.49,1.55,-4.32,-14.7,-13.72,-19.4,-15.99,-13.3,-20.6,-18.19,13,20.2,-0.09,-0.31,-0.29,-0.4,-0.33,-0.28,-0.43,-0.38,81.74
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2007,1.56,1.56,1.55,-4.73,-13.58,-14.42,-20.6,-16.89,-14.28,-19.6,-17.84,13.39,19.4,-0.1,-0.28,-0.3,-0.43,-0.35,-0.3,-0.41,-0.37,69.05
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2007,1.49,1.55,1.56,-4.32,-14.14,-14.56,-20.6,-16.98,-13.72,-19.2,-17.39,13.39,20.6,-0.09,-0.29,-0.3,-0.43,-0.35,-0.29,-0.4,-0.36,63.68
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2008,1.49,1.55,1.56,-4.41,-14.42,-13.3,-19.4,-15.74,-14.56,-19.2,-17.67,13.39,20.6,-0.09,-0.3,-0.28,-0.4,-0.33,-0.3,-0.4,-0.37,82.34
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2008,1.43,1.58,1.55,-4.46,-13.3,-14,-20.8,-16.72,-13.3,-20.8,-18.33,12.87,19.6,-0.09,-0.28,-0.29,-0.43,-0.35,-0.28,-0.43,-0.38,73.96
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2009,1.43,1.49,1.49,-4.55,-14.56,-14.28,-19,-16.17,-14.14,-21,-18.74,12.74,19.2,-0.09,-0.3,-0.3,-0.4,-0.34,-0.29,-0.44,-0.39,92.77
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2009,1.53,1.43,1.52,-4.32,-13.58,-14.14,-20.2,-16.56,-13.44,-20.6,-18.24,13,20.2,-0.09,-0.28,-0.29,-0.42,-0.34,-0.28,-0.43,-0.38,66.78
Conventional,Sample watershed,SubArea,ROGZ_VFST,7,2010,1.43,1.47,1.5,-4.5,-14.56,-14.7,-21,-17.22,-14.42,-20,-18.16,13.52,19.8,-0.09,-0.3,-0.31,-0.44,-0.36,-0.3,-0.42,-0.38,81.6
Existing,Sample watershed,SubArea,ROGZ_VFST,7,2010,1.44,1.47,1.53,-4.41,-13.3,-13.44,-19.6,-15.9,-13.86,-19.8,-17.84,13.52,20.8,-0.09,-0.28,-0.28,-0.41,-0.33,-0.29,-0.41,-0.37,74.97
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2001,1.55,1.56,1.5,-4.46,-14.56,-14.42,-20.6,-16.89,-14.56,-19.8,-18.07,13.39,20.6,0,0,0,0,0,0,0,0,0.35
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2001,1.49,1.5,1.52,-4.46,-14,-13.72,-20.2,-16.31,-13.72,-19,-17.26,13,20.2,0,0,0,0,0,0,0,0,0.4
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2002,1.58,1.58,1.55,-4.32,-13.44,-14.42,-19.6,-16.49,-13.86,-19,-17.3,13.52,20.6,0,0,0,0,0,0,0,0,0.38
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2002,1.52,1.53,1.43,-4.37,-13.3,-14.56,-20.8,-17.06,-13.58,-19.2,-17.35,12.35,20.2,0,0,0,0,0,0,0,0,0.33
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2003,1.5,1.46,1.49,-4.68,-13.3,-14.14,-21,-16.88,-14.7,-20.8,-18.79,12.74,19.2,0,0,0,0,0,0,0,0,0.38
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2003,1.44,1.43,1.47,-4.5,-13.58,-14.14,-20.2,-16.56,-13.3,-19.6,-17.52,13,20.6,0,0,0,0,0,0,0,0,0.4
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2004,1.56,1.56,1.56,-4.64,-14.28,-14.28,-20,-16.57,-13.72,-19.2,-17.39,13.26,20,0,0,0,0,0,0,0,0,0.34
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2004,1.46,1.58,1.56,-4.46,-13.86,-13.86,-20.6,-16.56,-14.42,-19.2,-17.62,13.52,19.6,0,0,0,0,0,0,0,0,0.3
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2005,1.52,1.56,1.58,-4.5,-13.3,-13.58,-21,-16.55,-14,-19.4,-17.62,13.65,20.4,0,0,0,0,0,0,0,0,0.3
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2005,1.52,1.55,1.47,-4.28,-14.14,-13.86,-19.4,-16.08,-14.7,-19.2,-17.72,12.35,20.4,0,0,0,0,0,0,0,0,0.41
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2006,1.56,1.46,1.43,-4.28,-13.44,-14.7,-19.2,-16.5,-14.28,-19,-17.44,12.35,19.4,0,0,0,0,0,0,0,0,0.32
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2006,1.46,1.46,1.5,-4.64,-13.72,-13.58,-20.2,-16.23,-14.42,-20.6,-18.56,12.61,19.4,0,0,0,0,0,0,0,0,0.42
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2007,1.47,1.5,1.46,-4.41,-13.58,-14,-20.6,-16.64,-13.72,-19.4,-17.53,12.48,21,0,0,0,0,0,0,0,0,0.32
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2007,1.47,1.55,1.58,-4.68,-14,-13.72,-19.8,-16.15,-14.14,-20.4,-18.33,12.74,20.4,0,0,0,0,0,0,0,0,0.42
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2008,1.56,1.56,1.43,-4.73,-13.58,-14.28,-19.4,-16.33,-14.42,-21,-18.83,13.52,19.8,0,0,0,0,0,0,0,0,0.32
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2008,1.58,1.55,1.5,-4.32,-13.86,-14.42,-20.2,-16.73,-14.7,-19.4,-17.85,12.61,21,0,0,0,0,0,0,0,0,0.34
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2009,1.55,1.44,1.5,-4.28,-14,-14.56,-20.6,-16.98,-13.86,-19.2,-17.44,12.48,19.4,0,0,0,0,0,0,0,0,0.39
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2009,1.47,1.56,1.56,-4.68,-13.58,-13.3,-19,-15.58,-14.7,-19.6,-17.98,12.35,20,0,0,0,0,0,0,0,0,0.28
Conventional,Sample watershed,SubArea,ROGZ_VFST,8,2010,1.58,1.5,1.49,-4.32,-14.28,-14,-20,-16.4,-13.72,-21,-18.6,12.61,19,0,0,0,0,0,0,0,0,0.39
Existing,Sample watershed,SubArea,ROGZ_VFST,8,2010,1.5,1.55,1.58,-4.32,-14.42,-13.58,-19,-15.75,-13.44,-20,-17.84,13,20,0,0,0,0,0,0,0,0,0.39
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2001,1.5,1.55,1.53,-4.55,-14.14,-14,-19.2,-16.08,-14.42,-19.6,-17.89,13.52,20.2,0,0,0,-0.01,0,0,-0.01,0,0.8
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2001,1.44,1.55,1.46,-4.55,-13.86,-14.42,-20.8,-16.97,-14.42,-20.4,-18.43,13.39,21,0,0,0,-0.01,0,0,-0.01,0,0.91
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2002,1.46,1.56,1.55,-4.64,-14.28,-14.28,-19,-16.17,-14.56,-20.4,-18.47,13.13,20.6,0,0,0,-0.01,0,0,-0.01,0,1.01
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2002,1.47,1.47,1.5,-4.59,-14.56,-13.58,-19.8,-16.07,-14,-20.8,-18.56,12.87,19.8,0,0,0,-0.01,0,0,-0.01,0,1.09
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2003,1.49,1.58,1.55,-4.37,-14,-14.56,-20.6,-16.98,-14.42,-19.8,-18.02,13.26,20,0,0,0,-0.01,0,0,-0.01,0,0.87
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2003,1.47,1.52,1.5,-4.32,-13.86,-13.86,-21,-16.72,-14.7,-20.2,-18.39,13.39,20.4,0,0,0,-0.01,0,0,-0.01,0,0.81
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2004,1.5,1.43,1.44,-4.37,-14.7,-13.58,-19.8,-16.07,-14.42,-19.8,-18.02,12.61,19,0,0,0,-0.01,0,0,-0.01,0,0.95
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2004,1.43,1.52,1.43,-4.5,-14.14,-13.72,-20.6,-16.47,-13.58,-19.4,-17.48,12.61,19,0,0,0,-0.01,0,0,-0.01,0,0.8
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2005,1.46,1.43,1.56,-4.28,-13.3,-14.14,-20,-16.48,-14.56,-19,-17.53,13,19.8,0,0,0,-0.01,0,0,-0.01,0,1.01
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2005,1.47,1.49,1.5,-4.41,-14.28,-14.28,-19.6,-16.41,-14.42,-19.6,-17.89,13.65,19.2,0,0,0,-0.01,0,0,-0.01,0,0.87
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2006,1.43,1.46,1.43,-4.5,-14.7,-14,-19,-16,-13.58,-19.2,-17.35,13.65,19.2,0,0,0,-0.01,0,0,-0.01,0,0.97
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2006,1.53,1.49,1.44,-4.5,-14.14,-14.7,-21,-17.22,-14.28,-20.2,-18.25,13.52,19.8,0,0,0,-0.01,0,0,-0.01,0,1.01
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2007,1.46,1.56,1.53,-4.73,-13.72,-13.3,-19,-15.58,-13.3,-20.8,-18.33,12.48,21,0,0,0,-0.01,0,0,-0.01,0,1.12
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2007,1.49,1.58,1.44,-4.28,-14.7,-14.42,-20.2,-16.73,-13.72,-19,-17.26,13.13,20.4,0,0,0,-0.01,0,0,-0.01,0,0.87
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2008,1.47,1.52,1.46,-4.59,-14.56,-14.14,-19.2,-16.16,-14.28,-20,-18.11,13.13,20,0,0,0,-0.01,0,0,-0.01,0,1.13
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2008,1.43,1.49,1.47,-4.59,-14.56,-13.44,-21,-16.46,-14.14,-19.8,-17.93,13,20.8,0,0,0,-0.01,0,0,-0.01,0,1.15
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2009,1.53,1.49,1.55,-4.59,-13.3,-14.14,-21,-16.88,-14.28,-20.6,-18.51,12.35,20,0,0,0,-0.01,0,0,-0.01,0,1.02
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2009,1.43,1.55,1.58,-4.32,-14.56,-14.7,-19.2,-16.5,-14.14,-21,-18.74,13.13,20.8,0,0,0,-0.01,0,0,-0.01,-0.01,1.04
Conventional,Sample watershed,SubArea,ROGZ_VFST,20,2010,1.46,1.49,1.53,-4.55,-13.44,-13.58,-19.8,-16.07,-13.86,-20.6,-18.38,13.52,20.6,0,0,0,-0.01,0,0,-0.01,0,1.08
Existing,Sample watershed,SubArea,ROGZ_VFST,20,2010,1.5,1.55,1.47,-4.5,-14.14,-13.86,-19.4,-16.08,-13.86,-19.2,-17.44,13.13,19.2,0,0,0,-0.01,0,0,-0.01,0,0.91
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2001,1.47,1.53,1.56,-4.46,-14.28,-14.7,-20.6,-17.06,-13.3,-20.6,-18.19,12.48,21,-0.34,-1.07,-1.11,-1.55,-1.28,-1,-1.55,-1.37,268.14
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2001,1.46,1.47,1.46,-4.46,-14.42,-14,-19.2,-16.08,-14.56,-19.4,-17.8,13.13,20,-0.34,-1.08,-1.05,-1.44,-1.21,-1.1,-1.46,-1.34,259.74
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2002,1.53,1.44,1.47,-4.32,-14,-13.58,-21,-16.55,-13.72,-20,-17.93,12.48,19,-0.32,-1.05,-1.02,-1.58,-1.24,-1.03,-1.5,-1.35,250.78
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2002,1.46,1.52,1.5,-4.32,-13.86,-14.28,-19.2,-16.25,-13.72,-19.8,-17.79,13.65,19,-0.32,-1.04,-1.07,-1.44,-1.22,-1.03,-1.49,-1.34,262.29
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2003,1.52,1.55,1.43,-4.59,-13.3,-14,-20.4,-16.56,-14.14,-20,-18.07,13,19.6,-0.35,-1,-1.05,-1.53,-1.25,-1.06,-1.5,-1.36,301.63
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2003,1.43,1.56,1.47,-4.73,-13.86,-14,-20.4,-16.56,-13.72,-21,-18.6,13.39,19,-0.36,-1.04,-1.05,-1.53,-1.25,-1.03,-1.58,-1.4,262.95
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2004,1.44,1.46,1.49,-4.55,-14.28,-13.44,-19.2,-15.74,-13.44,-19.2,-17.3,13.26,20,-0.34,-1.07,-1.01,-1.44,-1.18,-1.01,-1.44,-1.3,226.38
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2004,1.49,1.56,1.52,-4.37,-14.7,-13.86,-20.4,-16.48,-13.3,-20.4,-18.06,13.39,20,-0.33,-1.11,-1.04,-1.53,-1.24,-1,-1.53,-1.36,220
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2005,1.44,1.47,1.43,-4.55,-14.7,-13.58,-20.6,-16.39,-14.42,-20.4,-18.43,12.48,20,-0.34,-1.11,-1.02,-1.55,-1.23,-1.08,-1.53,-1.39,263.3
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2005,1.56,1.47,1.47,-4.37,-14.7,-14.56,-19.4,-16.5,-14.7,-19.2,-17.72,12.87,20,-0.33,-1.11,-1.1,-1.46,-1.24,-1.11,-1.44,-1.33,250.47
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2006,1.49,1.56,1.49,-4.5,-14.14,-14,-19.4,-16.16,-14.14,-19,-17.4,12.48,20.8,-0.34,-1.06,-1.05,-1.46,-1.22,-1.06,-1.43,-1.31,287.83
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2006,1.58,1.58,1.49,-4.46,-13.72,-13.58,-19.6,-15.99,-13.72,-19.6,-17.66,13.13,21,-0.34,-1.03,-1.02,-1.47,-1.2,-1.03,-1.47,-1.33,265.62
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2007,1.52,1.43,1.5,-4.73,-14.42,-14.28,-21,-16.97,-14.28,-20.8,-18.65,12.87,20,-0.36,-1.08,-1.07,-1.58,-1.28,-1.07,-1.56,-1.4,230.01
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2007,1.44,1.5,1.52,-4.55,-14.56,-13.72,-19.6,-16.07,-13.58,-19.4,-17.48,13,19.4,-0.34,-1.1,-1.03,-1.47,-1.21,-1.02,-1.46,-1.31,218.22
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2008,1.56,1.43,1.44,-4.5,-14.28,-13.86,-20.6,-16.56,-14.56,-19,-17.53,12.35,19.6,-0.34,-1.07,-1.04,-1.55,-1.25,-1.1,-1.43,-1.32,287.48
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2008,1.56,1.44,1.58,-4.32,-13.3,-14.7,-20.2,-16.9,-13.86,-19.2,-17.44,12.61,19.6,-0.32,-1,-1.11,-1.52,-1.27,-1.04,-1.44,-1.31,285.89
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2009,1.47,1.58,1.43,-4.37,-14,-14.28,-20.6,-16.81,-13.44,-20.8,-18.37,13,19,-0.33,-1.05,-1.07,-1.55,-1.26,-1.01,-1.56,-1.38,292.91
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2009,1.49,1.49,1.53,-4.55,-13.86,-14.28,-19.8,-16.49,-14.56,-19,-17.53,12.35,20.2,-0.34,-1.04,-1.07,-1.49,-1.24,-1.1,-1.43,-1.32,226.82
Conventional,Sample watershed,SubArea,ROGZ_VFST,21,2010,1.46,1.43,1.44,-4.37,-14.7,-13.72,-19.8,-16.15,-13.86,-20.6,-18.38,12.74,19.4,-0.33,-1.11,-1.03,-1.49,-1.21,-1.04,-1.55,-1.38,248.76
Existing,Sample watershed,SubArea,ROGZ_VFST,21,2010,1.49,1.44,1.46,-4.41,-14.7,-14,-19,-16,-13.3,-20.4,-18.06,12.61,19.4,-0.33,-1.11,-1.05,-1.43,-1.2,-1,-1.53,-1.36,217.28
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2001,1.46,1.53,1.44,-4.32,-13.3,-13.86,-20.6,-16.56,-13.58,-20.6,-18.28,12.48,19.6,-0.23,-0.71,-0.74,-1.1,-0.88,-0.73,-1.1,-0.98,193.48
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2001,1.5,1.47,1.44,-4.73,-14.56,-14,-20.8,-16.72,-13.44,-20.8,-18.37,13.52,19.8,-0.25,-0.78,-0.75,-1.11,-0.89,-0.72,-1.11,-0.98,208.16
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2002,1.55,1.44,1.44,-4.28,-13.3,-14,-19.2,-16.08,-13.44,-19.6,-17.57,12.35,20.6,-0.23,-0.71,-0.75,-1.03,-0.86,-0.72,-1.05,-0.94,185.91
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2002,1.53,1.52,1.46,-4.46,-13.44,-13.72,-20,-16.23,-14.28,-19.8,-17.98,13.39,20.4,-0.24,-0.72,-0.73,-1.07,-0.87,-0.76,-1.06,-0.96,178.73
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2003,1.43,1.53,1.52,-4.73,-14.14,-14.7,-19.2,-16.5,-13.86,-20.2,-18.11,13.39,19,-0.25,-0.76,-0.79,-1.03,-0.88,-0.74,-1.08,-0.97,218.72
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2003,1.58,1.52,1.46,-4.59,-13.44,-14.56,-19.2,-16.42,-13.3,-19.8,-17.66,12.74,20.8,-0.25,-0.72,-0.78,-1.03,-0.88,-0.71,-1.06,-0.94,213.26
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2004,1.53,1.47,1.44,-4.59,-14,-13.3,-19.2,-15.66,-13.86,-20.2,-18.11,13,20,-0.25,-0.75,-0.71,-1.03,-0.84,-0.74,-1.08,-0.97,203.24
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2004,1.52,1.44,1.43,-4.55,-13.86,-14.42,-20.2,-16.73,-14.42,-19.6,-17.89,12.48,20.6,-0.24,-0.74,-0.77,-1.08,-0.89,-0.77,-1.05,-0.96,154.9
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2005,1.46,1.53,1.55,-4.46,-14.14,-13.86,-19.8,-16.24,-14.42,-19,-17.49,12.48,20.4,-0.24,-0.76,-0.74,-1.06,-0.87,-0.77,-1.02,-0.93,190.68
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2005,1.43,1.43,1.52,-4.41,-13.72,-14,-19.8,-16.32,-13.44,-19.4,-17.43,13,20.4,-0.24,-0.73,-0.75,-1.06,-0.87,-0.72,-1.04,-0.93,191.94
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2006,1.49,1.43,1.46,-4.5,-14,-13.3,-19,-15.58,-14.14,-19,-17.4,12.74,19.4,-0.24,-0.75,-0.71,-1.02,-0.83,-0.76,-1.02,-0.93,211.99
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2006,1.47,1.46,1.47,-4.64,-13.58,-13.72,-19.8,-16.15,-13.44,-19.4,-17.43,13.65,19.2,-0.25,-0.73,-0.73,-1.06,-0.86,-0.72,-1.04,-0.93,171.44
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2007,1.44,1.43,1.49,-4.64,-14.7,-13.44,-19.6,-15.9,-13.44,-21,-18.51,13.39,21,-0.25,-0.79,-0.72,-1.05,-0.85,-0.72,-1.12,-0.99,193.85
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2007,1.5,1.56,1.46,-4.32,-13.3,-14.7,-20.6,-17.06,-13.58,-20.6,-18.28,13,20.2,-0.23,-0.71,-0.79,-1.1,-0.91,-0.73,-1.1,-0.98,222.8
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2008,1.47,1.46,1.43,-4.37,-13.44,-13.3,-21,-16.38,-13.3,-21,-18.46,13.65,21,-0.23,-0.72,-0.71,-1.12,-0.88,-0.71,-1.12,-0.99,222.97
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2008,1.46,1.46,1.5,-4.46,-14.14,-13.58,-20.8,-16.47,-14,-20,-18.02,12.61,19.8,-0.24,-0.76,-0.73,-1.11,-0.88,-0.75,-1.07,-0.96,221.52
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2009,1.49,1.53,1.49,-4.46,-14.28,-14.56,-20.8,-17.06,-14,-20,-18.02,13.13,19,-0.24,-0.76,-0.78,-1.11,-0.91,-0.75,-1.07,-0.96,223.44
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2009,1.46,1.44,1.47,-4.32,-14,-14,-20.4,-16.56,-13.86,-19.4,-17.57,13.13,19.8,-0.23,-0.75,-0.75,-1.09,-0.89,-0.74,-1.04,-0.94,165.29
Conventional,Sample watershed,SubArea,ROGZ_VFST,22,2010,1.44,1.58,1.52,-4.32,-14,-13.58,-20.4,-16.31,-14.56,-19,-17.53,12.87,20.8,-0.23,-0.75,-0.73,-1.09,-0.87,-0.78,-1.02,-0.94,151.82
Existing,Sample watershed,SubArea,ROGZ_VFST,22,2010,1.46,1.56,1.53,-4.5,-14.7,-13.72,-20,-16.23,-14.14,-20.2,-18.2,13.52,20.4,-0.24,-0.79,-0.73,-1.07,-0.87,-0.76,-1.08,-0.97,188.71
Conventional,Sample watershed,SubArea,VFST,6,2001,1.52,1.43,1.52,-4.2,-11.4,-9.5,-19.4,-13.46,-9.6,-19,-15.9,9.8,16.48,-0.07,-0.18,-0.15,-0.31,-0.22,-0.16,-0.31,-0.26,59.34
Existing,Sample watershed,SubArea,VFST,6,2001,1.49,1.52,1.56,-3.92,-12.24,-9.5,-19.8,-13.62,-9.7,-19.8,-16.47,9.5,15.2,-0.06,-0.2,-0.15,-0.32,-0.22,-0.16,-0.32,-0.27,46.5
Conventional,Sample watershed,SubArea,VFST,6,2002,1.52,1.55,1.5,-4.16,-11.52,-10,-19.2,-13.68,-10.2,-19.6,-16.5,9.7,16.32,-0.07,-0.19,-0.16,-0.31,-0.22,-0.17,-0.32,-0.27,50.33
Existing,Sample watershed,SubArea,VFST,6,2002,1.46,1.56,1.46,-3.8,-11.76,-10.2,-20.8,-14.44,-10.1,-19.2,-16.2,9.8,16.16,-0.06,-0.19,-0.17,-0.34,-0.23,-0.16,-0.31,-0.26,52.57
Conventional,Sample watershed,SubArea,VFST,6,2003,1.56,1.43,1.5,-4.16,-12,-9.6,-20.2,-13.84,-9.5,-20,-16.54,10.3,15.36,-0.07,-0.19,-0.16,-0.33,-0.22,-0.15,-0.32,-0.27,57.96
Existing,Sample watershed,SubArea,VFST,6,2003,1.56,1.44,1.44,-4.04,-12,-10.1,-20,-14.06,-9.6,-19.8,-16.43,9.8,15.52,-0.07,-0.19,-0.16,-0.32,-0.23,-0.16,-0.32,-0.27,53.87
Conventional,Sample watershed,SubArea,VFST,6,2004,1.44,1.53,1.47,-3.96,-11.76,-10.2,-19.4,-13.88,-10.2,-20.6,-17.17,10.1,16.16,-0.06,-0.19,-0.17,-0.31,-0.23,-0.17,-0.33,-0.28,66.86
